,market_id,created_at,store_id,subtotal,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration,delivery_id,linear_ests
4376,2.0,2015-02-19 00:49:32,3558,2580,26.0,26.0,30.0,375.0,91470,2353.0
4377,2.0,2015-02-21 02:18:29,3558,2655,125.0,124.0,193.0,774.0,63814,3724.0
4378,2.0,2015-02-21 02:11:36,3558,2775,124.0,120.0,186.0,695.0,123352,3523.0
4379,4.0,2015-02-20 02:02:45,3558,2429,104.0,85.0,136.0,525.0,179062,2926.0
4380,2.0,2015-02-25 04:22:50,6281,595,36.0,36.0,50.0,616.0,84142,2816.0
4381,2.0,2015-02-22 19:33:29,6281,2485,22.0,22.0,26.0,671.0,128175,2742.0
4382,2.0,2015-02-20 23:11:48,6281,3080,22.0,14.0,14.0,446.0,95599,2260.0
4383,2.0,2015-02-22 01:16:27,6281,3385,36.0,36.0,55.0,602.0,221590,2906.0
4384,2.0,2015-02-21 00:30:30,6281,7410,30.0,30.0,32.0,810.0,62459,2832.0
4385,2.0,2015-02-21 02:59:20,6281,4435,67.0,65.0,123.0,624.0,206012,3580.0
4386,2.0,2015-02-25 01:27:44,6281,3780,42.0,31.0,38.0,751.0,90724,2644.0
4387,2.0,2015-02-22 22:24:46,6281,2645,32.0,27.0,27.0,724.0,25597,2599.0
4388,1.0,2015-02-22 17:35:57,4142,4962,3.0,10.0,17.0,890.0,235789,3766.0
4389,1.0,2015-02-23 19:38:54,4142,7940,18.0,18.0,25.0,325.0,127939,2885.0
4390,1.0,2015-02-25 00:48:34,4142,1365,21.0,21.0,26.0,197.0,18586,2668.0
4391,1.0,2015-02-25 02:10:12,4142,2450,46.0,38.0,39.0,758.0,211160,3038.0
4392,1.0,2015-02-22 20:22:42,4142,3090,21.0,21.0,29.0,214.0,125787,2753.0
4393,1.0,2015-02-20 02:08:16,4142,2465,47.0,47.0,53.0,826.0,152368,3341.0
4394,1.0,2015-02-22 23:13:44,4142,1506,15.0,18.0,28.0,607.0,5863,3359.0
4395,1.0,2015-02-21 23:05:00,4142,2300,23.0,16.0,13.0,241.0,234634,2439.0
4396,6.0,2015-02-21 20:58:52,1388,1400,,,,737.0,161655,
4397,1.0,2015-02-20 05:16:52,3579,525,10.0,7.0,6.0,217.0,175189,2576.0
4398,1.0,2015-02-25 03:45:25,3579,675,19.0,19.0,25.0,564.0,186315,3156.0
4399,2.0,2015-02-24 23:41:53,622,1548,36.0,29.0,30.0,612.0,146976,2432.0
4400,1.0,2015-02-19 03:52:41,5544,1345,13.0,13.0,14.0,196.0,122742,2621.0
4401,1.0,2015-02-21 01:02:49,5544,6460,4.0,4.0,4.0,256.0,250915,2720.0
4402,1.0,2015-02-24 05:22:07,5544,1990,8.0,8.0,9.0,210.0,231089,2664.0
4403,1.0,2015-02-18 21:04:16,5544,6035,7.0,6.0,6.0,710.0,58703,3256.0
4404,5.0,2015-02-20 03:05:37,5544,4345,13.0,13.0,16.0,237.0,130264,2460.0
4405,2.0,2015-02-22 04:08:20,5453,4350,37.0,27.0,51.0,581.0,99062,2836.0
4406,2.0,2015-02-25 01:23:22,5453,3050,40.0,30.0,38.0,270.0,169777,2091.0
4407,2.0,2015-02-20 01:18:18,5453,6950,35.0,33.0,36.0,427.0,205819,2322.0
4408,2.0,2015-02-20 04:43:11,5453,1225,43.0,35.0,44.0,567.0,205049,2497.0
4409,2.0,2015-02-20 03:52:16,5453,3525,65.0,48.0,74.0,553.0,63072,2600.0
4410,2.0,2015-02-21 03:14:11,5453,2725,68.0,65.0,123.0,519.0,164045,3430.0
4411,6.0,2015-02-20 21:24:25,37,2049,,,,614.0,49813,
4412,6.0,2015-02-20 00:58:16,37,1440,,,,632.0,37560,
4413,6.0,2015-02-20 03:00:49,37,2020,,,,493.0,86773,
4414,2.0,2015-02-20 20:16:29,5107,1542,63.0,50.0,55.0,549.0,73098,2215.0
4415,2.0,2015-02-20 01:27:45,5107,2517,47.0,47.0,47.0,505.0,40919,2324.0
4416,2.0,2015-02-20 16:26:20,5107,1399,4.0,3.0,5.0,271.0,147690,2277.0
4417,2.0,2015-02-20 20:56:53,5107,1925,54.0,47.0,57.0,288.0,99537,2130.0
4418,4.0,2015-02-24 04:03:49,5972,10031,17.0,25.0,18.0,445.0,57757,2421.0
4419,4.0,2015-02-23 02:17:45,5972,9785,7.0,5.0,4.0,887.0,159130,3004.0
4420,4.0,2015-02-22 01:21:49,5972,11180,14.0,14.0,19.0,358.0,146443,2467.0
4421,4.0,2015-02-23 01:06:56,5972,9750,7.0,7.0,9.0,406.0,161834,2498.0
4422,3.0,2015-02-25 03:09:42,5972,4940,15.0,15.0,21.0,500.0,147038,2915.0
4423,4.0,2015-02-22 00:17:36,3981,1315,33.0,29.0,42.0,608.0,190267,2795.0
4424,4.0,2015-02-24 19:12:22,3981,975,27.0,20.0,36.0,311.0,99390,2476.0
4425,4.0,2015-02-19 00:32:25,3981,3280,17.0,17.0,20.0,844.0,251587,3015.0
4426,1.0,2015-02-22 00:44:45,3981,1495,36.0,33.0,52.0,824.0,33630,3628.0
4427,4.0,2015-02-24 03:02:11,3981,2550,63.0,36.0,61.0,482.0,61448,2408.0
4428,1.0,2015-02-24 19:50:06,5504,3299,10.0,8.0,8.0,485.0,192136,2946.0
4429,1.0,2015-02-19 19:27:18,5504,2399,7.0,6.0,7.0,485.0,124582,2997.0
4430,1.0,2015-02-22 19:50:58,1726,899,3.0,3.0,4.0,773.0,171348,3390.0
4431,2.0,2015-02-23 02:03:22,186,6000,123.0,81.0,125.0,442.0,223767,2189.0
4432,2.0,2015-02-23 01:21:37,186,10300,105.0,63.0,98.0,351.0,29190,1975.0
4433,2.0,2015-02-20 01:27:12,186,5800,69.0,66.0,77.0,286.0,65446,2131.0
4434,4.0,2015-02-20 02:30:43,326,2290,120.0,116.0,178.0,443.0,143784,3197.0
4435,4.0,2015-02-19 03:02:55,326,1990,110.0,98.0,147.0,434.0,15888,2842.0
4436,2.0,2015-02-19 03:18:05,4041,7300,89.0,79.0,130.0,505.0,195084,3055.0
4437,2.0,2015-02-22 04:10:33,4041,4900,81.0,77.0,114.0,1128.0,112315,3660.0
4438,3.0,2015-02-19 00:50:50,6334,1738,5.0,2.0,4.0,528.0,169125,2872.0
4439,3.0,2015-02-24 03:58:48,6334,2700,8.0,8.0,6.0,511.0,138199,2794.0
4440,3.0,2015-02-23 00:48:04,6334,2913,7.0,7.0,4.0,713.0,245128,3029.0
4441,3.0,2015-02-22 21:49:41,6334,954,8.0,6.0,6.0,225.0,167848,2451.0
4442,2.0,2015-02-24 03:27:45,1906,3224,51.0,50.0,64.0,967.0,14171,3163.0
4443,2.0,2015-02-22 02:35:28,1906,3793,47.0,47.0,88.0,341.0,121830,2995.0
4444,2.0,2015-02-21 05:32:17,1906,2098,27.0,24.0,37.0,723.0,41367,2930.0
4445,2.0,2015-02-22 21:11:06,1906,2146,41.0,41.0,48.0,604.0,52118,2627.0
4446,1.0,2015-02-21 02:50:59,5665,2000,21.0,21.0,34.0,358.0,195119,3039.0
4447,1.0,2015-02-24 22:27:31,5665,1775,12.0,6.0,6.0,547.0,43432,2955.0
4448,1.0,2015-02-20 03:12:05,5665,2050,20.0,20.0,24.0,280.0,89363,2755.0
4449,1.0,2015-02-25 01:54:24,5665,2225,13.0,13.0,20.0,595.0,99456,3246.0
4450,1.0,2015-02-23 23:42:51,5665,8100,2.0,1.0,1.0,515.0,123527,3038.0
4451,2.0,2015-02-22 19:39:30,3927,5585,67.0,58.0,64.0,554.0,229334,2281.0
4452,2.0,2015-02-20 03:34:08,3927,2290,136.0,102.0,154.0,940.0,46383,3031.0
4453,2.0,2015-02-19 20:28:59,3927,895,67.0,64.0,80.0,550.0,205453,2577.0
4454,2.0,2015-02-22 03:41:10,3927,995,140.0,140.0,197.0,684.0,2512,3294.0
4455,4.0,2015-02-21 02:08:14,6812,7500,129.0,129.0,217.0,411.0,80587,3725.0
4456,4.0,2015-02-25 02:12:26,6812,4700,109.0,106.0,165.0,800.0,112820,3647.0
4457,4.0,2015-02-21 01:28:19,6812,9700,105.0,98.0,162.0,311.0,212317,3107.0
4458,4.0,2015-02-19 03:15:35,6812,3500,106.0,93.0,155.0,446.0,74149,3140.0
4459,4.0,2015-02-21 02:47:59,6812,3000,139.0,136.0,237.0,891.0,212855,4506.0
4460,,2015-02-22 16:28:12,6865,1348,16.0,11.0,14.0,479.0,230854,
4461,2.0,2015-02-20 05:39:54,6865,1871,40.0,31.0,33.0,634.0,83582,2431.0
4462,2.0,2015-02-21 02:57:02,6865,1593,169.0,167.0,249.0,265.0,248667,3131.0
4463,2.0,2015-02-24 03:28:48,6865,799,103.0,95.0,132.0,358.0,12598,2531.0
4464,2.0,2015-02-25 03:37:48,6865,1997,101.0,101.0,140.0,480.0,127765,2853.0
4465,2.0,2015-02-23 22:01:46,6865,2388,44.0,44.0,49.0,454.0,57396,2382.0
4466,2.0,2015-02-25 02:26:39,6865,1373,105.0,92.0,131.0,641.0,105119,2844.0
4467,2.0,2015-02-19 01:29:43,6865,1049,81.0,66.0,75.0,391.0,178141,1984.0
4468,3.0,2015-02-23 05:03:34,5316,837,17.0,11.0,9.0,394.0,1859,2515.0
4469,3.0,2015-02-22 04:01:18,5316,1912,40.0,39.0,43.0,205.0,105838,2365.0
4470,3.0,2015-02-22 23:25:33,5316,711,25.0,20.0,19.0,404.0,122623,2523.0
4471,2.0,2015-02-24 05:47:00,5316,720,5.0,1.0,1.0,702.0,69662,2723.0
4472,3.0,2015-02-20 05:23:23,5316,591,11.0,9.0,12.0,404.0,101440,2723.0
4473,3.0,2015-02-25 00:22:24,5316,828,10.0,10.0,13.0,858.0,233587,3322.0
4474,3.0,2015-02-25 04:59:16,5316,921,17.0,11.0,12.0,393.0,121765,2578.0
4475,4.0,2015-02-25 01:37:09,6237,3596,45.0,45.0,65.0,477.0,173030,2779.0
4476,3.0,2015-02-24 18:22:38,5594,710,6.0,6.0,9.0,886.0,123577,3378.0
4477,3.0,2015-02-20 14:56:56,5594,605,1.0,1.0,2.0,905.0,1107,3384.0
4478,3.0,2015-02-21 17:28:24,5594,1705,10.0,9.0,8.0,673.0,81891,2992.0
4479,1.0,2015-02-19 20:08:30,5380,3894,23.0,15.0,32.0,866.0,73249,3630.0
4480,1.0,2015-02-21 21:13:02,5380,3825,11.0,11.0,11.0,863.0,25783,3441.0
4481,1.0,2015-02-22 04:47:04,5380,1845,25.0,25.0,25.0,502.0,130380,2920.0
4482,1.0,2015-02-20 01:59:42,2298,2150,0.0,0.0,0.0,502.0,164192,3047.0
4483,6.0,2015-02-18 20:22:39,1154,2650,,,,301.0,15644,
4484,6.0,2015-02-19 17:10:13,1154,1450,,,,524.0,227690,
4485,2.0,2015-02-20 04:33:31,1311,1805,83.0,63.0,91.0,546.0,159405,2500.0
4486,2.0,2015-02-23 19:31:25,1311,2466,34.0,30.0,58.0,583.0,90041,3026.0
4487,2.0,2015-02-22 03:57:19,1311,1433,130.0,127.0,168.0,772.0,248822,3069.0
4488,2.0,2015-02-20 23:21:45,1311,1992,32.0,32.0,46.0,630.0,207768,2854.0
4489,2.0,2015-02-22 20:37:41,1311,1619,71.0,60.0,62.0,578.0,189990,2176.0
4490,2.0,2015-02-23 05:36:48,1311,2143,45.0,43.0,62.0,478.0,132302,2677.0
4491,2.0,2015-02-21 04:08:04,1311,1139,152.0,151.0,209.0,848.0,48455,3445.0
4492,1.0,2015-02-23 02:15:30,1311,2801,141.0,104.0,162.0,489.0,85971,3018.0
4493,3.0,2015-02-19 03:51:11,4387,2660,16.0,10.0,9.0,438.0,12988,2596.0
4494,3.0,2015-02-24 03:10:06,4387,1655,26.0,25.0,27.0,243.0,149549,2440.0
4495,3.0,2015-02-21 03:45:23,4387,1315,27.0,27.0,41.0,438.0,99133,2949.0
4496,1.0,2015-02-19 00:43:26,4199,1400,0.0,0.0,0.0,385.0,151793,2901.0
4497,1.0,2015-02-20 01:53:25,4199,3200,0.0,0.0,0.0,757.0,15930,3364.0
4498,1.0,2015-02-21 02:46:34,2490,7575,50.0,50.0,70.0,889.0,51004,3703.0
4499,1.0,2015-02-23 01:59:40,2490,5175,43.0,43.0,62.0,421.0,214477,3134.0
4500,1.0,2015-02-24 19:54:35,2490,7707,21.0,17.0,26.0,415.0,88212,2966.0
4501,1.0,2015-02-25 03:13:36,2490,5475,41.0,41.0,65.0,425.0,75411,3256.0
4502,5.0,2015-02-22 19:50:02,1782,4575,15.0,15.0,20.0,494.0,207695,2813.0
4503,4.0,2015-02-22 01:48:31,3770,3330,89.0,85.0,184.0,504.0,561,4219.0
4504,4.0,2015-02-23 20:23:30,3770,1025,69.0,69.0,123.0,343.0,87552,3217.0
4505,4.0,2015-02-22 00:08:50,3770,2585,47.0,41.0,52.0,787.0,137245,2876.0
4506,4.0,2015-02-23 02:14:27,3770,2390,122.0,100.0,165.0,204.0,5880,2691.0
4507,4.0,2015-02-22 01:57:35,3770,4390,94.0,92.0,195.0,770.0,11548,4640.0
4508,4.0,2015-02-24 02:24:09,3770,1845,94.0,81.0,121.0,220.0,24333,2449.0
4509,3.0,2015-02-18 17:00:42,5294,3890,1.0,1.0,2.0,299.0,147210,2629.0
4510,3.0,2015-02-21 19:29:25,5294,1780,6.0,6.0,10.0,707.0,168612,3176.0
4511,2.0,2015-02-21 21:44:16,4861,1200,38.0,36.0,42.0,584.0,163592,2566.0
4512,2.0,2015-02-21 20:40:03,4861,2700,45.0,45.0,61.0,669.0,133213,2880.0
4513,2.0,2015-02-21 02:46:22,4861,6200,61.0,61.0,121.0,568.0,237374,3613.0
4514,2.0,2015-02-24 22:12:25,4861,2900,21.0,21.0,23.0,723.0,180712,2769.0
4515,2.0,2015-02-21 19:41:02,4861,3800,36.0,35.0,51.0,575.0,16383,2793.0
4516,4.0,2015-02-23 01:50:45,3805,6500,78.0,55.0,87.0,228.0,75162,2224.0
4517,4.0,2015-02-20 01:45:11,3805,4400,68.0,61.0,80.0,259.0,57988,2268.0
4518,4.0,2015-02-22 01:51:29,3805,5700,67.0,63.0,125.0,402.0,80872,3413.0
4519,2.0,2015-02-22 04:03:03,3805,2000,49.0,47.0,71.0,595.0,79544,2909.0
4520,4.0,2015-02-21 21:11:24,3805,5800,31.0,28.0,30.0,582.0,16023,2553.0
4521,5.0,2015-02-20 19:40:12,6195,2296,18.0,18.0,21.0,377.0,227091,2609.0
4522,5.0,2015-02-19 03:20:41,6195,2095,25.0,24.0,36.0,330.0,212654,2693.0
4523,5.0,2015-02-20 04:48:23,6195,1448,19.0,18.0,18.0,327.0,5078,2463.0
4524,5.0,2015-02-21 01:17:31,6195,2743,18.0,14.0,22.0,384.0,72838,2667.0
4525,2.0,2015-02-22 02:52:08,3486,1468,150.0,149.0,267.0,422.0,65661,4205.0
4526,2.0,2015-02-23 00:46:15,3486,1387,69.0,69.0,81.0,493.0,228111,2454.0
4527,2.0,2015-02-24 22:15:08,3486,1790,32.0,26.0,27.0,538.0,51530,2374.0
4528,2.0,2015-02-21 19:49:36,3486,4350,62.0,61.0,81.0,548.0,82613,2714.0
4529,2.0,2015-02-25 04:20:25,3486,4046,72.0,69.0,83.0,406.0,61727,2329.0
4530,2.0,2015-02-20 02:20:53,3486,1099,143.0,93.0,157.0,649.0,24211,2657.0
4531,2.0,2015-02-20 20:06:56,3486,1070,86.0,71.0,116.0,526.0,45597,2895.0
4532,4.0,2015-02-22 02:11:35,194,3050,97.0,94.0,198.0,495.0,56370,4289.0
4533,4.0,2015-02-19 02:22:46,194,2524,108.0,105.0,160.0,1011.0,28909,3830.0
4534,4.0,2015-02-24 03:24:21,194,1524,86.0,74.0,126.0,403.0,144464,2989.0
4535,5.0,2015-02-22 00:50:37,194,2498,56.0,55.0,92.0,371.0,204473,3121.0
4536,4.0,2015-02-22 01:18:20,194,2170,84.0,82.0,145.0,723.0,106269,3778.0
4537,4.0,2015-02-23 02:20:40,6345,898,110.0,60.0,119.0,512.0,166692,2599.0
4538,4.0,2015-02-21 01:19:56,2765,4200,58.0,55.0,89.0,643.0,15872,3176.0
4539,4.0,2015-02-21 02:15:08,2765,3400,90.0,89.0,165.0,305.0,219713,3519.0
4540,4.0,2015-02-21 02:50:31,2765,4700,102.0,101.0,178.0,394.0,86827,3591.0
4541,4.0,2015-02-22 01:15:21,2765,1195,39.0,38.0,85.0,862.0,112501,3851.0
4542,4.0,2015-02-22 01:08:23,2765,8180,36.0,36.0,76.0,720.0,192239,3554.0
4543,4.0,2015-02-21 01:09:30,2765,4590,55.0,52.0,79.0,794.0,62159,3229.0
4544,4.0,2015-02-21 02:49:03,2765,2095,100.0,100.0,191.0,891.0,160367,4533.0
4545,4.0,2015-02-23 03:25:59,2765,1900,96.0,61.0,108.0,381.0,182576,2469.0
4546,4.0,2015-02-21 03:01:04,2765,8200,100.0,99.0,180.0,508.0,227324,3828.0
4547,4.0,2015-02-20 02:32:02,2765,3695,110.0,71.0,139.0,703.0,210446,3190.0
4548,4.0,2015-02-21 04:33:09,2765,2500,84.0,84.0,132.0,409.0,235227,3095.0
4549,2.0,2015-02-22 02:03:51,3564,4440,100.0,97.0,178.0,490.0,163372,3723.0
4550,2.0,2015-02-21 02:09:11,3564,3045,125.0,117.0,192.0,247.0,121327,3094.0
4551,4.0,2015-02-25 02:49:36,3564,5885,90.0,74.0,124.0,604.0,67612,3118.0
4552,2.0,2015-02-19 03:04:31,3564,4040,102.0,61.0,121.0,585.0,135028,2830.0
4553,2.0,2015-02-19 01:32:04,3564,2790,74.0,60.0,68.0,1011.0,175727,2784.0
4554,2.0,2015-02-20 02:18:01,3564,0,105.0,87.0,120.0,177.0,62006,2065.0
4555,2.0,2015-02-22 02:15:52,3564,1650,104.0,102.0,188.0,371.0,243619,3676.0
4556,1.0,2015-02-24 01:41:24,2103,3650,26.0,26.0,32.0,818.0,133446,3437.0
4557,4.0,2015-02-21 01:06:03,1858,2033,55.0,52.0,79.0,306.0,13080,2621.0
4558,4.0,2015-02-20 01:01:09,1858,3595,41.0,40.0,56.0,727.0,81812,3011.0
4559,4.0,2015-02-25 02:18:15,1858,3076,75.0,78.0,103.0,527.0,44924,2840.0
4560,4.0,2015-02-21 01:03:02,1858,2622,48.0,45.0,62.0,754.0,105676,3001.0
4561,4.0,2015-02-23 00:26:07,1858,2531,44.0,36.0,35.0,531.0,202800,2287.0
4562,4.0,2015-02-21 01:26:44,1858,3483,66.0,64.0,109.0,549.0,248433,3268.0
4563,4.0,2015-02-21 01:25:41,1858,2648,66.0,64.0,109.0,566.0,24065,3289.0
4564,4.0,2015-02-23 01:48:23,1858,3836,103.0,65.0,107.0,754.0,213241,2748.0
4565,4.0,2015-02-23 00:24:28,1858,2287,44.0,40.0,37.0,628.0,79252,2423.0
4566,4.0,2015-02-21 05:51:58,1858,4114,31.0,26.0,25.0,832.0,116271,2771.0
4567,4.0,2015-02-20 03:44:17,1858,3540,95.0,77.0,118.0,786.0,121063,3098.0
4568,4.0,2015-02-25 01:24:05,1858,4232,46.0,43.0,63.0,333.0,37147,2551.0
4569,3.0,2015-02-19 20:43:33,6487,1175,6.0,6.0,7.0,242.0,113674,2533.0
4570,5.0,2015-02-24 03:15:54,6831,935,25.0,20.0,21.0,570.0,48214,2699.0
4571,5.0,2015-02-19 21:10:27,6831,3791,18.0,16.0,9.0,609.0,116618,2656.0
4572,5.0,2015-02-19 16:38:08,6831,964,2.0,2.0,2.0,678.0,244238,3001.0
4573,5.0,2015-02-24 21:10:09,6831,1370,23.0,14.0,16.0,597.0,22196,2706.0
4574,5.0,2015-02-18 21:52:35,6831,685,12.0,12.0,11.0,340.0,189853,2508.0
4575,5.0,2015-02-23 02:23:28,6831,2758,35.0,12.0,25.0,374.0,206849,2398.0
4576,5.0,2015-02-22 22:45:02,6831,944,16.0,14.0,17.0,604.0,136242,2873.0
4577,5.0,2015-02-20 00:36:43,6831,880,12.0,8.0,7.0,408.0,235007,2535.0
4578,2.0,2015-02-20 00:44:42,6566,780,50.0,39.0,48.0,302.0,170268,2088.0
4579,2.0,2015-02-19 00:20:39,6566,910,42.0,32.0,34.0,373.0,57829,2082.0
4580,2.0,2015-02-20 16:42:24,6566,1785,9.0,9.0,11.0,752.0,26852,2866.0
4581,2.0,2015-02-22 19:40:11,6566,515,67.0,57.0,63.0,707.0,217177,2457.0
4582,2.0,2015-02-21 18:43:10,6566,475,48.0,34.0,33.0,1006.0,112444,2717.0
4583,2.0,2015-02-23 00:26:21,6566,630,64.0,64.0,70.0,863.0,114937,2812.0
4584,2.0,2015-02-19 18:31:47,6566,720,26.0,26.0,30.0,752.0,213497,2823.0
4585,2.0,2015-02-18 18:39:52,6566,395,22.0,11.0,11.0,622.0,33990,2435.0
4586,2.0,2015-02-20 16:17:09,6566,1485,8.0,8.0,13.0,712.0,79721,2885.0
4587,2.0,2015-02-20 16:42:01,6566,890,9.0,9.0,11.0,809.0,233854,2937.0
4588,2.0,2015-02-18 20:18:34,6566,175,59.0,56.0,89.0,827.0,113536,3325.0
4589,5.0,2015-02-21 05:11:51,5370,2040,19.0,9.0,11.0,526.0,62775,2623.0
4590,5.0,2015-02-23 01:31:22,5370,1395,22.0,16.0,28.0,327.0,194981,2632.0
4591,5.0,2015-02-22 01:13:30,5370,1374,25.0,21.0,32.0,643.0,203777,3018.0
4592,5.0,2015-02-22 20:11:49,5370,5030,11.0,10.0,13.0,235.0,180666,2453.0
4593,5.0,2015-02-18 19:57:13,5370,4025,19.0,12.0,14.0,529.0,187284,2670.0
4594,5.0,2015-02-18 20:02:57,5370,1290,19.0,9.0,12.0,293.0,35540,2354.0
4595,5.0,2015-02-19 23:08:39,5370,2280,8.0,6.0,6.0,358.0,114086,2543.0
4596,5.0,2015-02-25 03:58:53,5370,1990,16.0,14.0,19.0,582.0,137987,2888.0
4597,5.0,2015-02-22 20:57:04,5370,1312,13.0,14.0,22.0,522.0,117801,2936.0
4598,2.0,2015-02-25 02:08:56,459,3450,98.0,86.0,118.0,497.0,158002,2565.0
4599,2.0,2015-02-21 19:31:33,459,2184,62.0,62.0,74.0,363.0,39744,2327.0
4600,2.0,2015-02-20 02:08:51,459,5275,143.0,97.0,146.0,411.0,150665,2098.0
4601,2.0,2015-02-21 00:24:17,459,3550,44.0,42.0,71.0,258.0,91232,2621.0
4602,2.0,2015-02-19 02:23:38,459,5400,117.0,97.0,132.0,819.0,189600,2817.0
4603,2.0,2015-02-23 00:53:10,459,2400,78.0,74.0,92.0,599.0,47227,2610.0
4604,2.0,2015-02-23 03:51:34,3558,2080,79.0,72.0,103.0,315.0,136121,2485.0
4605,2.0,2015-02-25 02:37:34,3558,2290,94.0,71.0,115.0,455.0,51382,2629.0
4606,2.0,2015-02-25 01:30:48,3558,3715,65.0,61.0,72.0,482.0,49034,2381.0
4607,2.0,2015-02-24 02:15:58,3558,3715,91.0,53.0,59.0,579.0,162439,1768.0
4608,2.0,2015-02-20 00:05:00,3558,2745,23.0,14.0,15.0,199.0,166192,1954.0
4609,2.0,2015-02-22 01:28:57,3558,2145,73.0,73.0,132.0,153.0,179146,3014.0
4610,2.0,2015-02-25 04:07:56,6281,1995,41.0,41.0,57.0,791.0,46039,3052.0
4611,2.0,2015-02-21 04:21:02,6281,1660,54.0,53.0,102.0,676.0,239044,3533.0
4612,2.0,2015-02-19 21:43:49,6281,1995,40.0,25.0,28.0,738.0,8376,2495.0
4613,2.0,2015-02-21 04:14:45,6281,2390,57.0,57.0,90.0,450.0,219017,2909.0
4614,2.0,2015-02-22 01:57:15,6281,1734,42.0,39.0,87.0,519.0,114196,3348.0
4615,2.0,2015-02-21 20:17:40,6281,1350,41.0,41.0,59.0,575.0,194559,2825.0
4616,2.0,2015-02-24 04:44:06,6281,5840,35.0,35.0,37.0,627.0,123949,2579.0
4617,2.0,2015-02-21 01:34:23,6281,3685,53.0,52.0,82.0,558.0,219380,2985.0
4618,6.0,2015-02-19 00:05:58,1388,1275,,,,1005.0,116866,
4619,6.0,2015-02-21 21:46:24,1388,1680,,,,783.0,78124,
4620,6.0,2015-02-23 23:13:32,1388,700,,,,555.0,227569,
4621,6.0,2015-02-23 01:57:46,1388,1050,,,,311.0,27609,
4622,6.0,2015-02-23 20:39:24,1388,1225,,,,711.0,222105,
4623,6.0,2015-02-19 23:56:00,1388,1680,,,,311.0,94287,
4624,2.0,2015-02-21 03:08:49,622,5555,168.0,166.0,273.0,703.0,224129,4215.0
4625,2.0,2015-02-23 00:49:42,622,2997,69.0,69.0,81.0,914.0,56633,2978.0
4626,1.0,2015-02-18 20:39:50,4845,1250,28.0,28.0,36.0,390.0,174134,2937.0
4627,1.0,2015-02-21 23:18:50,4845,1500,26.0,15.0,14.0,475.0,98292,2700.0
4628,1.0,2015-02-19 01:38:01,4845,2125,39.0,35.0,43.0,774.0,4770,3301.0
4629,1.0,2015-02-24 02:55:56,4845,1150,37.0,37.0,46.0,557.0,49993,3121.0
4630,1.0,2015-02-22 03:13:31,5544,2045,12.0,12.0,19.0,182.0,214471,2737.0
4631,3.0,2015-02-21 00:42:14,787,2800,13.0,13.0,19.0,829.0,247624,3335.0
4632,3.0,2015-02-19 19:17:03,787,3500,15.0,10.0,15.0,576.0,43463,2916.0
4633,4.0,2015-02-24 04:02:04,4428,5365,78.0,60.0,96.0,195.0,240163,2341.0
4634,2.0,2015-02-20 03:07:21,413,849,73.0,55.0,88.0,816.0,8600,3022.0
4635,2.0,2015-02-19 19:21:20,413,1008,38.0,35.0,46.0,667.0,116493,2762.0
4636,2.0,2015-02-19 20:14:29,413,2314,50.0,47.0,65.0,329.0,132946,2430.0
4637,2.0,2015-02-20 22:26:26,413,968,26.0,18.0,18.0,864.0,157723,2760.0
4638,1.0,2015-02-21 19:52:31,413,1138,37.0,37.0,54.0,623.0,166365,3374.0
4639,2.0,2015-02-19 19:43:25,413,738,46.0,44.0,64.0,612.0,13565,2860.0
4640,2.0,2015-02-19 00:48:02,413,849,22.0,15.0,14.0,1016.0,18618,2963.0
4641,2.0,2015-02-24 20:21:00,5107,1268,47.0,36.0,37.0,289.0,207759,1916.0
4642,2.0,2015-02-23 19:45:55,5107,1995,35.0,35.0,53.0,287.0,204739,2497.0
4643,2.0,2015-02-22 18:04:13,5107,1934,7.0,7.0,8.0,548.0,84110,2600.0
4644,2.0,2015-02-21 20:02:11,5107,5658,39.0,38.0,56.0,515.0,79403,2746.0
4645,4.0,2015-02-22 04:11:17,5972,2790,10.0,10.0,16.0,224.0,203918,2342.0
4646,1.0,2015-02-21 21:46:50,52,1018,26.0,26.0,25.0,158.0,151151,2466.0
4647,1.0,2015-02-23 01:33:24,52,799,45.0,44.0,56.0,449.0,40966,2995.0
4648,5.0,2015-02-21 22:31:31,4550,1913,9.0,9.0,17.0,452.0,11669,2855.0
4649,5.0,2015-02-18 23:48:42,4550,1000,8.0,8.0,10.0,722.0,101237,3068.0
4650,6.0,2015-02-25 03:36:45,6192,2590,,,,1034.0,104115,
4651,6.0,2015-02-20 02:01:01,6192,2985,,,,444.0,217916,
4652,1.0,2015-02-18 19:47:21,5290,1795,32.0,30.0,32.0,347.0,201352,2706.0
4653,1.0,2015-02-22 04:32:42,5290,1300,51.0,51.0,60.0,48.0,65689,2416.0
4654,1.0,2015-02-22 00:20:23,5290,1215,24.0,22.0,21.0,127.0,139050,2408.0
4655,1.0,2015-02-19 01:45:55,5290,1925,48.0,44.0,47.0,762.0,166304,3134.0
4656,1.0,2015-02-25 01:13:33,5290,850,36.0,34.0,32.0,313.0,193626,2558.0
4657,4.0,2015-02-19 20:33:21,326,3751,100.0,95.0,137.0,828.0,97126,3336.0
4658,4.0,2015-02-21 19:33:49,326,3345,45.0,39.0,49.0,615.0,212600,2650.0
