market_id,created_at,store_id,subtotal,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration,delivery_id
2,2015-02-22 04:15:41,5093,2598,113,110,172,810,212917
2,2015-02-21 00:18:40,5093,5365,38,38,68,161,240798
2,2015-02-25 02:36:18,5093,1687,110,97,134,517,96902
NA,2015-02-23 02:51:17,5093,3765,144,127,174,721,200655
2,2015-02-19 21:51:41,5093,3197,53,33,33,576,222336
2,2015-02-20 03:58:51,5093,1828,118,81,135,294,238249
2,2015-02-23 03:15:54,5087,4043,136,128,175,814,125410
2,2015-02-22 17:37:10,5087,4467,30,34,37,525,73745
2,2015-02-20 02:39:51,5087,2008,154,106,183,585,213254
2,2015-02-20 20:02:57,5087,3218,87,72,98,404,164787
2,2015-02-21 20:19:49,5087,2412,78,77,102,1037,123411
2,2015-02-22 00:47:16,5087,3956,68,68,114,691,147904
2,2015-02-21 19:48:16,5087,4147,62,61,81,479,100664
2,2015-02-21 18:37:53,5087,1858,46,37,36,744,197919
2,2015-02-23 01:25:16,5087,3383,120,86,125,547,69906
2,2015-02-20 21:31:06,5087,1312,71,60,63,499,139738
4,2015-02-18 19:44:12,754,7350,79,79,147,291,241240
4,2015-02-23 21:25:31,754,2400,52,46,54,590,228589
4,2015-02-21 01:31:02,754,1300,112,106,173,596,225164
1,2015-02-19 15:21:46,6543,500,3,2,2,162,205587
6,2015-02-21 20:24:42,2510,2790,NA,NA,NA,672,44433
6,2015-02-20 03:11:35,2510,1300,NA,NA,NA,835,22859
6,2015-02-19 02:17:47,2510,1645,NA,NA,NA,623,36519
6,2015-02-22 23:55:41,2510,945,NA,NA,NA,321,38736
6,2015-02-22 04:10:20,2510,1595,NA,NA,NA,701,33115
4,2015-02-25 03:12:41,4998,2295,108,107,178,860,31711
4,2015-02-22 01:21:03,4998,2250,84,83,162,359,120094
4,2015-02-19 05:07:18,4998,3250,39,34,33,116,211813
4,2015-02-22 00:58:59,4998,1900,64,61,94,279,50749
4,2015-02-21 03:24:36,4998,4800,134,131,247,326,200658
5,2015-02-24 01:24:24,6511,14580,16,16,14,221,56022
3,2015-02-20 20:25:44,3030,4600,5,5,5,600,42776
4,2015-02-21 05:42:36,6889,695,30,21,22,742,24109
3,2015-02-21 19:31:00,1118,1950,16,16,13,482,206314
4,2015-02-18 21:48:36,6416,2540,30,26,28,365,211711
4,2015-02-19 20:16:58,6416,1395,71,68,95,616,64845
4,2015-02-19 20:44:00,6416,3785,65,61,72,432,207370
4,2015-02-23 19:32:15,6416,5310,47,47,66,366,139720
5,2015-02-23 02:47:19,4391,2590,55,40,66,642,172702
5,2015-02-21 01:29:57,4391,5870,44,38,56,279,184034
5,2015-02-20 21:19:57,4391,1245,35,35,39,459,2543
3,2015-02-21 21:00:13,449,4960,NA,NA,NA,768,229285
3,2015-02-19 03:38:31,449,1395,NA,NA,NA,766,94097
3,2015-02-24 03:31:48,449,2475,NA,NA,NA,432,188269
3,2015-02-19 22:55:06,449,3465,NA,NA,NA,663,176231
3,2015-02-24 04:03:18,449,4035,NA,NA,NA,727,110616
3,2015-02-24 23:35:14,449,2389,NA,NA,NA,835,146144
3,2015-02-21 21:03:17,449,1645,NA,NA,NA,818,204207
3,2015-02-22 03:02:52,449,2695,NA,NA,NA,516,183003
3,2015-02-22 00:16:46,449,1295,NA,NA,NA,446,131711
3,2015-02-22 03:09:04,449,4645,NA,NA,NA,312,235381
3,2015-02-21 04:13:49,449,1645,NA,NA,NA,746,212618
2,2015-02-24 20:15:26,1925,2785,50,27,30,702,45120
6,2015-02-22 01:39:49,1925,2800,88,88,157,720,93756
2,2015-02-22 04:42:12,1925,1195,61,61,95,748,9111
4,2015-02-20 02:37:31,2270,3075,110,75,153,442,25557
4,2015-02-24 01:42:16,2270,1950,64,64,78,566,61847
4,2015-02-24 01:26:36,2270,9500,54,54,70,191,112324
4,2015-02-25 01:20:47,2270,2650,46,43,63,624,149360
4,2015-02-25 02:21:32,2270,3500,72,72,116,191,4142
4,2015-02-19 04:21:18,3614,2100,69,63,74,1202,170298
3,2015-02-25 04:33:24,3614,2350,62,37,56,357,105607
2,2015-02-18 19:02:07,4083,6394,21,20,25,497,79806
2,2015-02-19 20:02:47,4083,2197,48,39,52,800,30700
5,2015-02-22 02:13:16,4083,3496,102,96,184,939,160804
2,2015-02-24 23:32:41,4083,1298,17,17,20,375,230473
2,2015-02-24 02:04:30,4083,1299,90,48,57,704,124607
2,2015-02-18 20:27:09,4083,1050,53,50,60,657,216883
2,2015-02-21 01:03:13,4083,4494,61,60,87,793,23798
2,2015-02-25 03:07:25,4083,1298,84,82,118,662,205260
2,2015-02-21 20:12:09,4083,1898,52,49,65,737,236251
2,2015-02-19 03:34:44,3204,1989,73,49,67,225,99379
2,2015-02-21 04:53:38,3204,2497,41,39,75,672,783
2,2015-02-22 01:10:49,3204,1473,38,38,58,350,152079
2,2015-02-24 20:33:21,3204,899,47,38,45,232,10527
2,2015-02-25 04:05:44,3204,2262,41,41,57,634,246872
1,2015-02-22 21:09:06,452,994,NA,NA,NA,745,104203
6,2015-02-21 03:13:31,452,994,NA,NA,NA,461,97380
1,2015-02-19 02:52:45,474,1210,15,15,18,364,217344
1,2015-02-18 19:40:33,474,10300,25,22,17,386,158128
1,2015-02-20 21:02:22,474,975,16,11,12,754,131063
1,2015-02-20 19:31:36,474,1075,12,11,7,216,125317
1,2015-02-19 20:53:27,474,975,23,23,23,442,150189
1,2015-02-19 03:29:33,474,1950,15,15,19,717,117903
1,2015-02-21 02:18:07,474,3275,19,19,23,243,16149
1,2015-02-19 20:14:32,474,2925,21,21,19,502,211446
1,2015-02-25 04:05:36,2016,3285,19,19,27,744,80955
1,2015-02-21 03:18:08,2016,1998,29,28,42,847,132866
1,2015-02-21 01:42:50,2016,5317,24,24,17,874,51391
1,2015-02-24 19:52:35,2016,2263,9,9,15,670,101569
1,2015-02-20 02:39:38,2016,4393,31,29,32,686,250015
1,2015-02-24 03:49:32,2016,1548,24,21,44,326,216213
2,2015-02-24 03:08:50,5229,4762,93,61,100,706,167291
2,2015-02-22 03:39:13,5229,7000,103,102,125,628,232042
3,2015-02-19 02:29:36,5229,3200,102,86,113,486,149809
2,2015-02-25 02:58:26,5229,2700,88,85,120,613,144065
2,2015-02-20 03:06:19,5229,5400,103,76,123,178,111369
2,2015-02-19 05:09:34,5229,2500,27,22,22,672,62047
2,2015-02-24 04:29:44,5229,1100,58,48,60,380,52189
2,2015-02-23 04:19:46,5229,1700,57,53,67,831,8928
2,2015-02-21 01:32:44,5229,1000,104,95,151,1176,180774
2,2015-02-22 23:51:07,5229,1600,36,35,38,597,109308
5,2015-02-24 22:14:27,1291,1485,23,8,8,580,122104
5,2015-02-24 02:39:35,1291,5236,33,26,38,255,24919
5,2015-02-20 05:17:38,1291,2682,30,24,26,239,122310
5,2015-02-20 22:58:38,1291,2688,23,11,10,611,85921
5,2015-02-20 16:44:10,1291,1208,3,3,4,147,135158
5,2015-02-20 04:41:03,1291,1778,40,38,45,507,111954
5,2015-02-20 02:43:17,1291,3565,53,41,66,303,108167
5,2015-02-18 17:50:51,1291,1208,5,3,3,147,213171
5,2015-02-22 18:20:45,1291,2277,14,10,9,485,228765
5,2015-02-20 21:47:20,1291,747,31,26,28,783,182056
5,2015-02-22 18:34:16,1291,3017,14,9,9,629,5630
5,2015-02-20 21:10:30,1291,3725,34,33,40,337,8230
3,2015-02-23 02:58:04,1931,4705,NA,NA,NA,782,130596
2,2015-02-19 02:07:43,3460,7605,63,52,56,773,130767
2,2015-02-21 05:29:14,3460,1025,26,25,32,494,78354
2,2015-02-21 22:38:08,3460,5903,40,35,35,294,250514
2,2015-02-21 02:15:18,3460,2170,63,61,97,766,100284
2,2015-02-24 00:12:39,3460,4080,15,15,17,527,228371
2,2015-02-19 00:34:42,3460,3270,21,14,15,830,160780
2,2015-02-22 02:19:35,3460,5165,45,44,94,791,186791
2,2015-02-23 22:22:54,3460,4240,22,14,16,164,159825
2,2015-02-25 02:51:36,3460,5480,54,43,57,393,10379
2,2015-02-22 21:29:59,3460,3690,41,38,47,493,24538
2,2015-02-24 04:39:48,3460,3290,33,33,37,665,147065
2,2015-02-24 05:10:04,3460,5580,22,22,29,801,182129
2,2015-02-19 03:19:57,3460,5600,71,48,74,772,45791
2,2015-02-25 04:26:12,3460,1795,36,35,46,491,46751
2,2015-02-24 22:21:11,3460,2790,18,18,23,792,145778
2,2015-02-24 03:39:50,3460,3290,47,47,60,491,9261
2,2015-02-23 03:18:14,3460,3785,62,51,68,696,12183
2,2015-02-24 23:55:06,3460,4990,13,10,11,48,18965
2,2015-02-21 00:03:44,3460,1600,29,25,20,475,904
2,2015-02-23 05:15:34,3460,2165,22,22,33,820,177928
2,2015-02-19 03:53:16,3460,2335,70,54,63,443,63842
1,2015-02-20 03:38:06,5619,2098,58,57,66,1016,6985
1,2015-02-23 20:10:53,5995,1295,12,12,19,867,241198
1,2015-02-21 03:24:28,5995,2190,29,29,42,373,245801
1,2015-02-24 23:15:49,5995,4380,12,8,5,707,65965
1,2015-02-24 03:53:04,5995,1595,20,20,35,494,59459
1,2015-02-24 21:20:27,5995,2190,13,13,12,1013,187484
1,2015-02-19 05:14:00,5995,2195,15,15,17,494,182628
1,2015-02-20 03:20:48,5995,2990,27,27,31,527,32221
6,2015-02-19 03:42:02,3221,1695,NA,NA,NA,693,130562
6,2015-02-22 01:50:19,3221,1695,NA,NA,NA,142,248165
6,2015-02-23 00:14:16,3221,1290,NA,NA,NA,418,214600
6,2015-02-23 21:53:48,4637,675,NA,NA,NA,699,80679
1,2015-02-21 05:56:22,6222,3520,16,16,23,173,191360
6,2015-02-24 00:25:54,6284,1680,NA,NA,NA,774,126783
6,2015-02-20 03:19:06,6284,1345,NA,NA,NA,811,193245
6,2015-02-22 20:36:56,6284,1695,NA,NA,NA,222,239767
6,2015-02-22 22:02:34,6284,2385,NA,NA,NA,463,31092
6,2015-02-19 19:33:38,6284,950,NA,NA,NA,129,195679
2,2015-02-22 23:18:46,3732,1709,59,61,80,408,247539
2,2015-02-24 01:14:39,3732,1849,80,72,70,187,62142
2,2015-02-21 04:17:24,3732,3934,138,134,190,563,152268
2,2015-02-20 21:49:35,3732,1519,62,38,38,690,58222
2,2015-02-23 21:09:48,3732,1174,48,47,77,889,94807
2,2015-02-23 23:55:15,3732,3184,32,31,35,591,148187
2,2015-02-20 20:23:19,3732,8416,90,69,103,610,139643
1,2015-02-20 03:10:46,5739,4035,41,40,47,294,155179
3,2015-02-22 20:23:12,5739,1345,22,22,34,433,100562
3,2015-02-18 20:17:28,5739,3735,22,22,31,294,9704
1,2015-02-23 22:20:12,5831,1200,8,8,12,189,82094
1,2015-02-24 01:04:24,5831,1150,11,11,6,189,185954
1,2015-02-19 00:23:02,5831,500,14,8,8,672,64956
1,2015-02-19 04:12:41,5831,1150,26,26,26,768,142348
1,2015-02-22 03:41:55,5831,2350,34,33,37,768,181760
1,2015-02-25 01:49:58,5831,2150,15,15,19,722,206594
1,2015-02-25 01:22:10,5831,1401,15,22,26,360,92694
2,2015-02-24 01:26:07,1552,4458,65,58,60,487,45996
2,2015-02-21 04:23:59,1552,2098,92,91,134,489,148219
2,2015-02-24 02:53:20,1552,3618,92,43,83,417,172057
2,2015-02-23 02:16:56,1552,1124,120,75,114,285,86067
2,2015-02-22 03:40:22,1552,2718,102,100,120,201,232277
2,2015-02-22 02:21:13,1552,2872,105,103,207,153,49157
2,2015-02-21 03:06:35,1552,2465,133,129,188,159,64429
2,2015-02-19 02:58:32,1552,2568,105,65,120,128,192969
2,2015-02-22 02:31:38,1234,1000,109,108,232,124,99872
5,2015-02-22 02:35:43,1234,10800,112,112,242,152,143389
2,2015-02-24 02:26:40,1234,1300,95,45,64,517,188675
2,2015-02-22 01:01:57,1234,7700,53,51,91,286,196454
4,2015-02-19 03:32:28,6063,805,88,84,135,553,7641
4,2015-02-22 23:23:04,6063,3965,38,38,39,769,26732
4,2015-02-19 05:11:13,6063,3640,25,15,18,308,227990
3,2015-02-23 01:55:39,3124,5005,NA,NA,NA,653,240327
1,2015-02-24 22:55:28,6039,804,10,6,3,648,30887
1,2015-02-24 22:55:31,6039,595,10,6,3,559,105685
1,2015-02-24 04:28:05,6039,799,12,12,18,813,25463
1,2015-02-21 02:31:22,6039,699,20,20,26,829,155558
1,2015-02-21 18:21:10,3722,4670,9,8,12,798,138748
1,2015-02-20 22:21:06,3722,6665,21,18,18,698,79142
1,2015-02-19 02:14:49,3722,6560,46,46,57,578,23175
1,2015-02-22 20:48:27,3722,995,24,24,36,843,201309
1,2015-02-24 02:55:03,3722,1590,37,37,46,95,198757
1,2015-02-22 22:00:36,3722,1840,20,20,28,404,44912
1,2015-02-23 17:14:39,3722,7755,3,3,4,232,101402
1,2015-02-22 01:26:30,3722,3580,39,39,38,511,97445
1,2015-02-23 22:54:20,3722,3290,15,12,12,675,2032
1,2015-02-24 18:55:13,3722,2640,11,11,10,793,236094
6,2015-02-22 20:22:53,2657,1700,NA,NA,NA,393,232535
6,2015-02-19 02:20:58,2657,965,NA,NA,NA,532,213954
5,2015-02-19 00:12:11,4419,4355,6,6,10,396,125199
5,2015-02-25 01:32:50,4419,1490,20,9,10,655,177743
5,2015-02-25 02:49:15,4419,9475,25,19,30,106,113951
5,2015-02-21 20:09:04,4419,1590,20,19,27,666,47967
5,2015-02-25 02:36:55,4419,3340,22,17,24,481,152263
2,2015-02-20 05:01:26,4943,2768,29,26,26,744,125986
2,2015-02-21 02:56:30,4943,1619,133,126,183,563,42736
2,2015-02-24 01:37:42,4943,1948,83,62,64,679,181294
2,2015-02-23 01:55:20,4943,2347,120,90,120,371,201654
2,2015-02-22 06:48:19,4943,2026,9,9,13,762,8226
4,2015-02-23 00:59:49,4501,4500,61,61,75,556,85592
4,2015-02-21 02:37:20,4501,2900,141,140,235,374,155256
4,2015-02-22 01:01:25,4501,3400,75,63,99,557,34253
4,2015-02-19 01:02:13,4501,5137,77,74,89,587,38884
4,2015-02-22 02:16:38,4501,2284,98,103,220,195,236763
4,2015-02-23 00:15:11,4501,2100,39,39,46,681,139921
4,2015-02-21 02:24:20,4501,3400,134,133,229,377,143889
4,2015-02-22 20:39:17,4501,3400,58,54,60,426,167591
4,2015-02-19 01:38:38,4501,2600,100,100,140,480,234301
4,2015-02-21 01:02:44,4501,4400,80,50,77,376,139966
4,2015-02-21 02:22:19,6151,1774,134,133,229,351,135698
4,2015-02-22 00:45:51,6151,2098,55,55,76,678,134956
4,2015-02-20 01:10:13,6151,5434,90,68,82,426,186975
4,2015-02-19 02:01:38,6151,2923,108,106,137,461,252
4,2015-02-22 19:34:34,6151,1429,36,35,48,1025,126490
4,2015-02-22 00:39:13,6151,2586,55,47,76,791,230169
1,2015-02-21 21:16:40,4700,1345,10,10,11,176,127087
1,2015-02-24 19:43:22,4700,5800,8,8,14,560,82394
1,2015-02-20 01:43:23,4700,3065,15,15,21,486,60805
1,2015-02-21 02:50:01,4700,2665,NA,NA,NA,565,201059
2,2015-02-19 21:55:15,5087,1249,48,28,28,525,167789
2,2015-02-20 19:43:14,5087,1984,81,71,103,237,97298
2,2015-02-21 02:49:28,5087,1951,166,158,242,403,225018
5,2015-02-21 18:21:04,5087,1808,41,36,36,553,71977
2,2015-02-20 17:52:47,5087,4175,15,9,12,239,32427
2,2015-02-20 03:24:45,5087,3361,139,92,159,668,217083
2,2015-02-23 02:41:24,5087,3876,146,124,181,606,154431
1,2015-02-21 22:05:55,4998,2650,56,53,66,414,191921
4,2015-02-22 02:01:19,4998,4900,98,94,206,553,136944
4,2015-02-21 03:21:16,4998,3400,134,131,247,876,92322
4,2015-02-22 00:46:10,4998,2100,55,55,76,729,132497
4,2015-02-22 03:38:18,4998,2600,94,94,140,881,142902
4,2015-02-22 03:50:07,4998,1200,88,76,98,168,11896
4,2015-02-21 23:15:04,4998,2800,38,36,41,489,189719
2,2015-02-23 01:27:27,2857,2275,108,59,96,177,131718
2,2015-02-20 00:28:01,2857,1785,28,28,30,351,212775
2,2015-02-20 01:53:51,2857,2460,91,87,118,459,167686
2,2015-02-22 01:37:47,2857,1655,88,88,157,729,144013
2,2015-02-20 04:08:07,2857,1470,70,62,95,372,230419
2,2015-02-23 02:48:09,2857,1110,125,70,110,237,136216
5,2015-02-18 19:59:51,1554,1359,14,13,19,234,221067
4,2015-02-20 01:50:08,239,4649,113,110,159,154,148659
4,2015-02-19 02:57:04,239,5800,106,101,157,429,89502
4,2015-02-25 02:45:46,239,3800,110,110,190,299,119922
4,2015-02-19 01:45:15,239,3700,102,102,130,81,28240
4,2015-02-22 19:52:30,239,5000,47,47,67,585,69217
4,2015-02-23 04:10:07,239,9400,75,57,93,906,104848
4,2015-02-22 01:41:06,239,6300,90,89,190,432,173526
4,2015-02-22 23:44:57,239,7000,44,25,30,776,132743
2,2015-02-24 03:07:35,5093,5163,99,85,120,497,151509
2,2015-02-22 02:26:24,777,1871,146,142,278,264,40632
2,2015-02-22 21:03:32,777,5191,70,67,73,555,25647
2,2015-02-22 20:30:03,777,1047,75,60,60,303,217724
2,2015-02-19 19:35:20,777,229,63,51,78,455,87559
1,2015-02-19 04:45:46,777,627,63,61,64,641,47085
2,2015-02-19 00:43:41,777,955,43,37,37,476,82158
2,2015-02-19 02:30:32,777,865,117,92,139,644,29951
2,2015-02-22 22:39:19,777,748,62,60,72,528,1204
2,2015-02-23 19:26:56,777,796,32,32,61,674,239232
2,2015-02-21 06:32:23,777,1171,29,22,27,247,13150
1,2015-02-22 03:44:58,5534,3700,34,33,37,656,44905
1,2015-02-22 03:55:36,5534,3900,32,32,30,712,95862
6,2015-02-24 01:40:45,805,2850,NA,NA,NA,538,140955
4,2015-02-20 02:46:26,3089,975,63,61,83,794,81649
5,2015-02-21 01:40:16,371,2200,52,35,59,227,185426
4,2015-02-22 06:26:31,6889,2090,21,21,29,426,251951
4,2015-02-24 05:37:32,6889,1790,22,16,17,723,175181
4,2015-02-24 02:37:55,6889,3490,98,70,133,532,81636
4,2015-02-24 21:49:00,6889,5770,39,38,41,641,28893
2,2015-02-22 05:38:54,6889,1685,35,35,57,989,227510
4,2015-02-24 03:03:15,6889,5380,92,74,126,139,75706
1,2015-02-25 05:10:42,4117,819,17,16,13,1024,121309
1,2015-02-20 22:29:18,4117,1513,15,15,14,291,53308
1,2015-02-22 02:53:06,4117,4410,64,62,93,485,32945
2,2015-02-21 02:56:31,4117,1005,70,69,102,499,245812
1,2015-02-21 21:43:09,4117,1412,27,27,25,802,46360
1,2015-02-20 02:54:19,4117,1948,66,65,80,615,35114
1,2015-02-22 06:48:05,4117,2597,6,6,6,770,144425
3,2015-02-24 22:56:00,449,995,NA,NA,NA,690,40561
6,2015-02-18 19:11:32,903,1545,NA,NA,NA,902,54741
6,2015-02-22 18:52:47,903,3835,NA,NA,NA,381,232381
6,2015-02-22 17:31:58,903,2340,NA,NA,NA,700,225162
6,2015-02-21 23:21:17,903,2290,NA,NA,NA,171,98817
6,2015-02-18 18:52:40,903,1395,NA,NA,NA,671,118741
6,2015-02-22 17:43:25,903,1395,NA,NA,NA,660,86114
6,2015-02-22 19:19:00,903,3240,NA,NA,NA,511,2631
6,2015-02-21 17:26:59,903,1545,NA,NA,NA,572,68850
6,2015-02-18 16:47:20,903,3285,NA,NA,NA,726,2291
6,2015-02-18 17:31:25,903,3365,NA,NA,NA,596,8156
2,2015-02-25 03:29:01,4883,4215,110,108,154,616,203552
2,2015-02-23 04:16:17,4883,1495,99,98,123,416,95250
2,2015-02-25 01:10:56,4883,3140,63,57,71,200,234748
2,2015-02-22 02:41:10,4883,8750,147,142,269,765,159243
2,2015-02-23 03:18:34,4883,14465,136,128,175,867,100277
2,2015-02-23 01:19:03,4883,7250,112,97,126,764,249546
2,2015-02-18 22:10:56,4883,1095,35,33,39,174,197491
2,2015-02-19 02:46:02,1925,4640,103,71,114,510,50693
2,2015-02-22 22:28:54,1925,1745,42,40,37,635,208093
2,2015-02-19 03:35:42,1925,2390,85,73,111,482,118349
2,2015-02-22 03:49:11,1925,1095,100,99,113,591,84666
2,2015-02-22 02:01:05,1925,7530,100,97,178,551,224223
2,2015-02-22 04:00:27,1925,3320,85,84,122,337,161749
2,2015-02-24 04:10:26,1925,1545,68,59,71,581,135023
2,2015-02-21 02:46:55,1925,1185,135,132,184,964,199442
4,2015-02-23 01:56:36,3614,1550,103,68,115,115,169551
4,2015-02-24 00:11:53,3614,12200,18,18,21,462,33853
4,2015-02-23 00:29:59,3614,3700,44,36,35,1150,49857
4,2015-02-19 01:28:03,3614,2050,63,63,86,525,115682
4,2015-02-23 01:44:48,3614,6850,100,67,105,517,178167
2,2015-02-18 19:41:01,4083,899,45,39,59,727,141096
2,2015-02-25 00:54:17,4083,2996,33,32,39,1076,248053
2,2015-02-22 02:06:38,4083,3497,99,97,183,372,130777
3,2015-02-23 22:29:15,4498,478,14,13,12,407,123794
6,2015-02-23 01:55:16,452,994,NA,NA,NA,455,211848
6,2015-02-23 04:11:31,452,1519,NA,NA,NA,614,114371
3,2015-02-24 04:29:26,5842,4898,25,16,15,593,153860
3,2015-02-23 19:56:19,5842,2698,20,19,30,731,101443
2,2015-02-23 20:34:31,5842,1599,24,23,34,479,168027
3,2015-02-24 03:11:44,5842,4197,30,30,33,949,133574
3,2015-02-19 02:29:25,5842,1449,32,32,38,659,142220
1,2015-02-20 01:29:15,5842,5195,27,25,25,967,144042
1,2015-02-19 03:05:47,5590,3230,11,11,19,182,73123
1,2015-02-25 01:43:35,5590,1095,8,8,5,519,10922
1,2015-02-19 19:33:10,5590,1290,7,6,6,318,13386
1,2015-02-22 00:57:50,5590,3680,9,7,6,291,68641
6,2015-02-20 02:47:58,3900,2595,NA,NA,NA,427,158172
6,2015-02-22 20:32:29,3900,2165,NA,NA,NA,88,111879
6,2015-02-21 02:09:30,3900,3780,NA,NA,NA,593,127069
6,2015-02-22 00:51:59,3900,2250,NA,NA,NA,368,134183
6,2015-02-20 19:24:05,3900,8205,NA,NA,NA,539,147651
1,2015-02-20 05:33:47,6263,1835,19,11,12,566,8233
2,2015-02-24 20:12:03,5229,1790,50,33,30,580,159737
4,2015-02-20 20:50:09,5718,383,10,10,15,620,176673
4,2015-02-19 00:54:07,5718,2975,11,6,5,357,8613
4,2015-02-25 02:25:11,5718,2957,14,13,17,765,22037
4,2015-02-24 03:30:36,5718,2280,24,14,24,713,176440
4,2015-02-23 03:03:06,5718,1383,10,10,14,428,71
5,2015-02-21 03:18:24,705,3790,56,56,90,600,28872
6,2015-02-25 04:58:09,5329,1950,NA,NA,NA,593,18664
6,2015-02-21 02:59:16,5329,4589,NA,NA,NA,706,16615
6,2015-02-20 02:49:36,5329,2100,NA,NA,NA,640,87769
6,2015-02-21 03:29:29,5329,3250,NA,NA,NA,459,164501
6,2015-02-19 23:59:28,6094,1623,NA,NA,NA,464,134591
6,2015-02-24 21:10:55,6094,1071,NA,NA,NA,167,11390
6,2015-02-21 04:13:25,6094,1206,NA,NA,NA,445,131719
6,2015-02-21 03:27:21,6094,846,NA,NA,NA,579,23115
2,2015-02-18 21:26:12,3732,2891,48,47,73,105,151754
2,2015-02-21 04:19:26,3732,1893,138,134,190,747,187921
2,2015-02-20 19:25:22,3732,3296,68,66,88,569,69561
2,2015-02-25 00:46:03,3732,2248,42,41,51,324,70151
2,2015-02-19 03:16:40,3732,2892,120,91,153,453,162663
2,2015-02-22 23:51:40,3732,2165,54,54,70,423,164363
2,2015-02-19 01:46:05,3732,850,98,83,103,648,19071
1,2015-02-20 01:25:02,5619,6269,37,33,43,369,238718
1,2015-02-20 02:34:22,5619,1022,64,64,83,1102,9420
1,2015-02-22 01:31:16,5619,2497,47,43,41,334,10410
1,2015-02-23 01:58:43,5619,3767,75,65,65,567,55850
1,2015-02-23 20:04:10,5619,7729,30,30,41,350,177324
1,2015-02-20 02:04:22,5619,2947,58,58,66,488,11915
1,2015-02-20 02:27:34,5619,3796,60,59,77,567,163951
6,2015-02-25 04:45:27,3221,1485,NA,NA,NA,522,7068
6,2015-02-19 02:32:50,3221,3625,NA,NA,NA,345,139632
6,2015-02-21 21:04:57,3221,5685,NA,NA,NA,911,49179
6,2015-02-23 03:08:35,3221,4345,NA,NA,NA,421,241291
4,2015-02-19 04:51:47,6921,1425,52,48,47,522,85179
1,2015-02-25 02:18:24,5831,3500,16,16,21,869,174119
1,2015-02-23 01:31:22,5831,1150,17,16,13,461,210596
1,2015-02-19 03:19:33,5831,1200,25,25,32,330,98648
1,2015-02-20 02:23:28,5317,7375,18,18,16,311,178086
6,2015-02-23 22:08:30,2917,2250,NA,NA,NA,187,157377
6,2015-02-21 19:02:17,2917,8900,NA,NA,NA,686,195471
2,2015-02-22 20:44:06,2917,1000,NA,NA,NA,511,60316
6,2015-02-18 22:34:57,2917,3425,NA,NA,NA,819,211532
6,2015-02-23 17:09:00,2917,1325,NA,NA,NA,871,181930
6,2015-02-18 20:22:39,6497,1899,NA,NA,NA,1137,11998
2,2015-02-19 01:41:41,1552,2871,88,68,77,445,125586
2,2015-02-21 22:22:11,1552,4758,39,32,35,489,125757
2,2015-02-21 02:06:42,1552,7470,125,117,192,391,146027
2,2015-02-20 21:33:17,1552,2418,46,39,53,794,92206
2,2015-02-23 00:34:48,1552,3881,47,47,57,565,135126
2,2015-02-25 02:06:26,1552,2809,86,56,85,685,156668
2,2015-02-23 00:23:24,1552,3638,46,45,45,898,197549
2,2015-02-20 04:09:55,1234,4300,70,62,95,306,19140
2,2015-02-19 01:59:44,1234,4550,93,74,92,667,7235
2,2015-02-20 01:39:58,1234,3900,84,81,92,483,38613
2,2015-02-25 02:00:13,1234,1700,87,58,78,270,55076
2,2015-02-19 03:27:03,1234,3900,90,78,119,445,189665
2,2015-02-21 01:57:48,1234,4400,118,115,193,604,197644
2,2015-02-22 01:17:14,1234,4300,66,66,109,787,201629
2,2015-02-22 01:59:58,1234,5600,94,91,174,270,85676
2,2015-02-23 02:38:58,1234,5000,123,79,113,705,160185
6,2015-02-20 03:25:00,5932,950,NA,NA,NA,437,158123
6,2015-02-22 04:54:02,5932,2595,NA,NA,NA,625,3916
6,2015-02-25 03:05:54,5932,2418,NA,NA,NA,525,210562
1,2015-02-25 02:17:47,5991,6700,44,44,44,970,4419
5,2015-02-20 20:28:53,2399,5955,35,32,52,480,87605
5,2015-02-25 03:42:36,2399,2375,44,43,71,142,219981
5,2015-02-20 03:40:03,2399,2575,54,33,56,196,184766
5,2015-02-21 21:23:41,2399,1890,35,34,50,380,118405
1,2015-02-20 00:44:38,6039,1598,8,4,2,461,100642
1,2015-02-21 00:15:01,6039,1430,NA,NA,NA,767,94169
1,2015-02-22 04:01:39,6039,1267,21,21,26,333,149017
1,2015-02-22 02:09:20,6039,1578,17,15,15,581,151142
1,2015-02-24 03:41:39,6039,1025,12,12,18,807,62310
5,2015-02-21 20:13:58,6039,1364,13,13,5,759,161460
1,2015-02-24 03:03:42,6039,1874,17,17,18,581,27808
1,2015-02-22 00:08:01,3722,2490,29,20,19,265,45043
4,2015-02-20 21:45:48,3722,4620,23,18,18,258,42857
1,2015-02-21 18:27:44,3722,3080,10,10,12,223,105423
1,2015-02-19 03:34:44,3722,2580,52,52,73,793,197506
1,2015-02-21 03:11:57,3722,2285,54,54,89,345,68859
1,2015-02-19 19:33:35,3722,5570,19,19,31,798,211007
1,2015-02-21 19:24:15,3722,3825,18,18,19,769,96850
1,2015-02-24 00:34:55,3722,11540,14,14,11,598,112566
5,2015-02-24 00:11:17,4419,4630,10,8,8,615,133160
6,2015-02-20 23:03:37,4095,825,NA,NA,NA,123,129479
4,2015-02-24 19:59:47,4095,975,NA,NA,NA,545,160785
